"subject","block","exposures","response","RT"
4,18,0,"z",304
4,18,0,"m",412
4,18,4,"z",334
4,18,2,"z",285
4,19,-1,"z",1485
4,19,0,"z",794
4,19,2,"z",1045
4,19,-1,"m",574
4,19,3,"z",1222
4,19,1,"z",614
4,19,0,"z",675
4,19,0,"m",539
4,19,-1,"z",1017
4,19,4,"z",1026
4,19,0,"z",763
4,19,0,"z",1096
4,19,0,"m",568
4,19,0,"z",647
4,19,-1,"z",1008
4,19,0,"m",849
4,20,2,"z",8856
4,20,0,"z",403
4,20,-1,"z",384
4,20,0,"m",912
4,20,0,"z",539
4,20,-1,"z",609
4,20,-1,"m",492
4,20,1,"z",344
4,20,0,"z",2265
4,20,0,"m",958
4,20,0,"z",510
4,20,4,"z",872
4,20,0,"z",1367
4,20,3,"m",890
4,20,-1,"z",781
4,20,0,"z",657
5,0,0,"m",630
5,0,-1,"m",312
5,0,-1,"m",142
5,0,0,"m",92
5,0,0,"m",119
5,0,0,"z",1301
5,0,1,"z",95
5,0,2,"z",244
5,0,0,"z",192
5,0,4,"z",277
5,0,0,"z",249
5,0,0,"z",430
5,0,-1,"z",95
5,0,3,"z",119
5,0,0,"z",270
5,0,-1,"z",95
5,1,0,"z",2951
5,1,-1,"z",1509
5,1,0,"z",1198
5,1,-1,"z",835
5,1,-1,"m",394
5,1,0,"z",506
5,1,2,"m",174
5,1,-1,"z",670
5,1,0,"m",391
5,1,0,"z",338
5,1,0,"m",1731
5,1,1,"m",710
5,1,0,"m",657
5,1,4,"z",838
5,1,0,"z",811
5,1,3,"m",463
5,2,4,"z",3803
5,2,3,"z",1005
5,2,0,"m",2546
5,2,0,"m",662
5,2,-1,"z",598
5,2,-1,"z",691
5,2,0,"z",715
5,2,0,"z",715
5,2,-1,"z",714
5,2,0,"m",678
5,2,0,"z",621
5,2,2,"z",787
5,2,-1,"m",515
5,2,1,"z",695
5,2,0,"m",654
5,2,0,"z",621
5,3,0,"m",1745
5,3,-1,"z",1177
5,3,-1,"m",873
5,3,0,"m",928
5,3,-1,"z",913
5,3,1,"z",909
5,3,2,"m",1620
5,3,0,"m",954
5,3,-1,"z",726
5,3,4,"z",719
5,3,0,"z",739
5,3,0,"m",780
5,3,0,"z",742
5,3,0,"z",855
5,3,0,"z",739
5,3,3,"z",931
5,4,2,"z",2262
5,4,0,"z",694
5,4,0,"m",1262
5,4,0,"m",1481
5,4,1,"z",867
5,4,0,"z",1055
5,4,0,"m",758
5,4,0,"m",1245
5,4,-1,"z",1115
5,4,-1,"z",1173
5,4,0,"z",1170
5,4,0,"m",1118
5,4,-1,"z",1260
5,4,4,"m",763
5,4,-1,"z",1423
5,4,3,"z",811
5,5,3,"z",1022
5,5,0,"z",658
5,5,0,"z",644
5,5,-1,"m",584
5,5,0,"m",849
5,5,1,"z",861
5,5,-1,"m",946
5,5,0,"z",792
5,5,4,"z",795
5,5,-1,"m",402
5,5,0,"z",440
5,5,0,"m",570
5,5,0,"z",569
5,5,-1,"z",674
5,5,0,"z",1132
5,5,2,"z",623
5,6,0,"z",1646
5,6,2,"z",97
5,6,-1,"z",45
5,6,0,"z",128
5,6,1,"m",404
5,6,0,"z",103
5,6,-1,"z",45
5,6,-1,"m",31
5,6,0,"m",43
5,6,0,"m",18
5,6,0,"z",34
5,6,4,"z",30
5,6,-1,"m",71
5,6,0,"z",125
5,6,0,"z",155
5,6,3,"m",15
5,7,0,"m",3028
5,7,-1,"z",1018
5,7,-1,"z",1366
5,7,1,"z",719
5,7,0,"z",691
5,7,0,"z",600
5,7,0,"m",753
5,7,3,"z",538
5,7,-1,"z",618
5,7,0,"z",691
5,7,0,"z",1102
5,7,0,"m",543
5,7,0,"z",534
5,7,2,"m",398
5,7,4,"z",557
5,7,-1,"m",805
5,8,3,"m",1045
5,8,-1,"z",595
5,8,0,"m",422
5,8,0,"z",295
5,8,1,"z",738
5,8,4,"z",599
5,8,0,"m",563
5,8,0,"z",424
5,8,0,"m",471
5,8,-1,"z",422
5,8,0,"m",427
5,8,-1,"z",375
5,8,-1,"m",459
5,8,2,"m",385
5,8,0,"z",477
5,8,0,"m",522
5,9,-1,"z",6954
5,9,-1,"z",339
5,9,0,"z",117
5,9,0,"z",67
5,9,2,"m",543
5,9,-1,"m",93
5,9,4,"z",118
5,9,0,"m",74
5,9,0,"z",6
5,9,0,"z",112
5,9,0,"z",255
5,9,1,"z",94
5,9,3,"m",279
5,9,-1,"m",95
5,9,0,"z",253
5,9,0,"m",83
5,10,4,"z",1362
5,10,0,"z",454
5,10,0,"z",580
5,10,0,"m",1767
5,10,1,"m",1129
5,10,0,"z",623
5,10,-1,"m",397
5,10,0,"z",425
5,10,0,"m",370
5,10,-1,"m",457
5,10,-1,"z",512
5,10,3,"z",718
5,10,2,"m",327
5,10,0,"z",355
5,10,-1,"z",646
5,10,0,"m",611
5,11,2,"z",930
5,11,4,"m",363
5,11,0,"z",32
5,11,0,"m",39
5,11,0,"z",83
5,11,-1,"m",83
5,11,0,"m",34
5,11,1,"m",68
5,11,-1,"z",24
5,11,0,"z",120
5,11,0,"z",40
5,11,-1,"m",36
5,11,0,"z",125
5,11,-1,"m",471
5,11,3,"z",93
5,11,0,"z",68
5,12,0,"z",1410
5,12,1,"z",460
5,12,-1,"m",1237
5,12,-1,"z",751
5,12,4,"z",794
5,12,0,"m",686
5,12,0,"z",484
5,12,0,"m",322
5,12,3,"z",224
5,12,2,"z",44
5,12,0,"m",370
5,12,-1,"z",371
5,12,0,"m",159
5,12,0,"z",366
5,12,0,"m",419
5,12,-1,"z",365
5,13,0,"m",17069
5,13,0,"z",299
5,13,0,"m",74
5,13,2,"z",35
5,13,-1,"z",152
5,13,3,"m",15
5,13,0,"m",88
5,13,1,"m",60
5,13,-1,"z",147
5,13,-1,"z",153
5,13,0,"z",116
5,13,4,"z",136
5,13,0,"m",110
5,13,-1,"z",31
5,13,0,"z",223
5,13,0,"m",160
5,14,-1,"z",4164
5,14,-1,"m",637
5,14,0,"z",252
5,14,0,"z",646
5,14,0,"m",230
5,14,0,"z",438
5,14,2,"m",35
5,14,-1,"z",255
5,14,0,"m",1045
5,14,0,"z",439
5,14,0,"m",62
5,14,4,"z",256
5,14,1,"z",260
5,14,3,"m",221
5,14,0,"z",252
5,14,-1,"m",423
5,15,3,"z",7075
5,15,4,"m",70
5,15,-1,"z",38
5,15,0,"z",56
5,15,0,"z",68
5,15,0,"z",249
5,15,0,"z",117
5,15,0,"z",86
5,15,2,"z",65
5,15,-1,"z",84
5,15,-1,"z",54
5,15,0,"z",91
5,15,1,"z",87
5,15,0,"m",265
5,15,-1,"z",36
5,15,0,"m",43
5,16,0,"m",2766
5,16,2,"z",1636
5,16,0,"m",1237
5,16,4,"z",698
5,16,-1,"m",901
5,16,0,"z",750
5,16,0,"m",1305
5,16,3,"z",745
5,16,-1,"z",953
5,16,0,"m",609
5,16,1,"z",1397
5,16,0,"m",878
5,16,0,"m",1383
5,16,0,"m",738
5,16,-1,"z",1110
5,16,-1,"m",779
5,17,0,"z",9219
5,17,-1,"z",316
5,17,-1,"z",44
5,17,0,"z",19
5,17,3,"z",159
5,17,-1,"z",40
5,17,-1,"z",110
5,17,0,"z",43
5,17,4,"z",125
5,17,2,"z",109
5,17,1,"z",47
5,17,0,"z",24
5,17,0,"z",212
5,17,0,"z",37
5,17,0,"z",123
5,17,0,"z",39
5,18,0,"z",2118
5,18,-1,"m",554
5,18,0,"m",91
5,18,-1,"m",39
5,18,0,"z",325
5,18,-1,"z",23
5,18,0,"z",42
5,18,0,"m",188
5,18,1,"z",52
5,18,-1,"m",39
5,18,3,"z",46
5,18,0,"m",91
5,18,0,"m",51
5,18,0,"z",60
5,18,4,"m",287
5,18,2,"m",85
5,19,-1,"z",16139
5,19,0,"m",1430
5,19,2,"z",89
5,19,-1,"m",48
5,19,3,"m",171
5,19,1,"m",90
5,19,0,"m",11
5,19,0,"z",61
5,19,-1,"m",87
5,19,4,"z",138
5,19,0,"z",194
5,19,0,"m",102
5,19,0,"z",97
5,19,0,"m",15
5,19,-1,"m",172
5,19,0,"z",37
5,20,2,"z",21070
5,20,0,"m",797
5,20,-1,"z",88
5,20,0,"z",58
5,20,0,"m",18
5,20,-1,"m",67
5,20,-1,"z",13
5,20,1,"z",386
5,20,0,"z",20
5,20,0,"z",160
5,20,0,"z",95
5,20,4,"m",185
5,20,0,"z",217
5,20,3,"z",257
5,20,-1,"z",148
5,20,0,"m",92
6,0,0,"m",1619
6,0,-1,"z",5567
6,0,-1,"m",1720
6,0,0,"m",1135
6,0,0,"z",1184
6,0,0,"m",2353
6,0,1,"z",3696
6,0,2,"z",1163
6,0,0,"m",735
6,0,4,"z",646
6,0,0,"m",1650
6,0,0,"z",767
6,0,-1,"m",5229
6,0,3,"z",1719
6,0,0,"m",1452
6,0,-1,"z",1211
6,1,0,"m",33543
6,1,-1,"m",1802
6,1,0,"m",1120
6,1,-1,"m",714
6,1,-1,"z",1103
6,1,0,"z",862
6,1,2,"m",547
6,1,-1,"z",285
6,1,0,"m",304
6,1,0,"m",344
6,1,0,"z",255
6,1,1,"m",247
6,1,0,"z",413
6,1,4,"m",247
6,1,0,"m",226
6,1,3,"z",251
6,2,4,"m",1685
6,2,3,"z",1119
6,2,0,"z",656
6,2,0,"m",1054
6,2,-1,"z",264
6,2,-1,"m",1298
6,2,0,"m",1503
6,2,0,"z",772
6,2,-1,"m",1358
6,2,0,"z",529
6,2,0,"m",1201
6,2,2,"m",869
6,2,-1,"z",3985
6,2,1,"m",1358
6,2,0,"z",1812
6,2,0,"m",4066
6,3,0,"m",2904
6,3,-1,"z",862
6,3,-1,"z",1969
6,3,0,"m",1580
6,3,-1,"z",1348
6,3,1,"m",1221
6,3,2,"z",2511
6,3,0,"z",988
6,3,-1,"m",1472
6,3,4,"m",714
6,3,0,"m",1842
6,3,0,"z",1153
6,3,0,"z",616
6,3,0,"m",966
6,3,0,"z",1775
6,3,3,"m",928
6,4,2,"z",2826
6,4,0,"z",501
6,4,0,"z",794
6,4,0,"m",987
6,4,1,"m",354
6,4,0,"m",558
6,4,0,"z",275
6,4,0,"z",950
6,4,-1,"m",500
6,4,-1,"z",676
6,4,0,"m",645
6,4,0,"m",605
6,4,-1,"z",1396
6,4,4,"z",1532
6,4,-1,"m",665
6,4,3,"z",283
6,5,3,"m",2199
6,5,0,"z",1004
6,5,0,"z",667
6,5,-1,"m",345
6,5,0,"z",547
6,5,1,"m",394
6,5,-1,"z",392
6,5,0,"z",317
6,5,4,"z",706
6,5,-1,"m",412
6,5,0,"z",296
6,5,0,"z",1194
6,5,0,"m",479
6,5,-1,"m",887
6,5,0,"z",335
6,5,2,"z",7910
6,6,0,"m",29501
6,6,2,"z",917
6,6,-1,"z",305
6,6,0,"m",395
6,6,1,"z",301
6,6,0,"m",237
6,6,-1,"z",305
6,6,-1,"z",5926
6,6,0,"m",6422
6,6,0,"z",3112
6,6,0,"m",2413
6,6,4,"z",1175
6,6,-1,"m",4705
6,6,0,"z",1505
6,6,0,"m",1661
6,6,3,"m",1581
6,7,0,"m",18075
6,7,-1,"z",2339
6,7,-1,"z",1065
6,7,1,"m",5801
6,7,0,"m",1700
6,7,0,"z",2254
6,7,0,"m",2002
6,7,3,"z",1778
6,7,-1,"z",4654
6,7,0,"z",1057
6,7,0,"m",969
6,7,0,"z",2549
6,7,0,"m",2529
6,7,2,"z",1228
6,7,4,"m",2938
6,7,-1,"z",773
6,8,3,"z",10351
6,8,-1,"m",841
6,8,0,"m",1415
6,8,0,"z",422
6,8,1,"z",446
6,8,4,"m",511
6,8,0,"m",1054
6,8,0,"z",3881
6,8,0,"z",1339
6,8,-1,"m",4612
6,8,0,"z",27551
6,8,-1,"m",988
6,8,-1,"z",1366
6,8,2,"m",1514
6,8,0,"z",1687
6,8,0,"z",1037
6,9,-1,"m",30894
6,9,-1,"z",1062
6,9,0,"z",2108
6,9,0,"m",2425
6,9,2,"z",2262
6,9,-1,"z",1914
6,9,4,"m",1747
6,9,0,"m",860
6,9,0,"z",1804
6,9,0,"m",1271
6,9,0,"m",1308
6,9,1,"z",1171
6,9,3,"z",746
6,9,-1,"z",609
6,9,0,"m",246
6,9,0,"m",550
6,10,4,"m",21783
6,10,0,"z",1141
6,10,0,"z",225
6,10,0,"z",850
6,10,1,"m",1037
6,10,0,"m",1103
6,10,-1,"z",638
6,10,0,"z",843
6,10,0,"m",978
6,10,-1,"m",675
6,10,-1,"z",579
6,10,3,"z",695
6,10,2,"m",773
6,10,0,"m",1290
6,10,-1,"z",449
6,10,0,"m",1134
6,11,2,"z",2210
6,11,4,"m",968
6,11,0,"m",243
6,11,0,"z",1201
6,11,0,"m",490
6,11,-1,"m",421
6,11,0,"m",401
6,11,1,"z",284
6,11,-1,"z",1018
6,11,0,"m",587
6,11,0,"m",314
6,11,-1,"m",879
6,11,0,"z",605
6,11,-1,"m",493
6,11,3,"z",237
6,11,0,"z",268
6,12,0,"z",19650
6,12,1,"m",655
6,12,-1,"m",703
6,12,-1,"z",401
6,12,4,"z",678
6,12,0,"z",2496
6,12,0,"m",3479
6,12,0,"z",34281
6,12,3,"m",1490
6,12,2,"z",1164
6,12,0,"z",776
6,12,-1,"m",1055
6,12,0,"z",947
6,12,0,"z",773
6,12,0,"m",1038
6,12,-1,"z",480
6,13,0,"z",17087
6,13,0,"z",771
6,13,0,"m",397
6,13,2,"z",342
6,13,-1,"m",824
6,13,3,"z",615
6,13,0,"m",580
6,13,1,"z",585
6,13,-1,"m",552
6,13,-1,"m",627
6,13,0,"m",1033
6,13,4,"z",332
6,13,0,"z",627
6,13,-1,"m",803
6,13,0,"z",313
6,13,0,"z",678
6,14,-1,"z",1569
6,14,-1,"m",694
6,14,0,"z",88
6,14,0,"m",1921
6,14,0,"m",1126
6,14,0,"m",1179
6,14,2,"z",1121
6,14,-1,"m",1856
6,14,0,"z",377
6,14,0,"m",1272
6,14,0,"m",3378
6,14,4,"z",1103
6,14,1,"m",1128
6,14,3,"m",794
6,14,0,"z",764
6,14,-1,"m",505
6,15,3,"z",957
6,15,4,"z",1083
6,15,-1,"m",1592
6,15,0,"m",1248
6,15,0,"m",2409
6,15,0,"z",850
6,15,0,"m",1154
6,15,0,"z",420
6,15,2,"z",470
6,15,-1,"z",1000
6,15,-1,"z",1528
6,15,0,"z",542
6,15,1,"m",424
6,15,0,"m",734
6,15,-1,"z",225
6,15,0,"m",454
6,16,0,"z",6604
6,16,2,"m",450
6,16,0,"m",451
6,16,4,"z",790
6,16,-1,"m",629
6,16,0,"m",275
6,16,0,"z",859
6,16,3,"m",1681
6,16,-1,"m",343
6,16,0,"m",391
6,16,1,"z",947
6,16,0,"z",266
6,16,0,"m",1143
6,16,0,"z",508
6,16,-1,"z",461
6,16,-1,"m",693
6,17,0,"z",12577
6,17,-1,"z",410
6,17,-1,"m",443
6,17,0,"m",267
6,17,3,"m",236
6,17,-1,"z",171
6,17,-1,"m",1477
6,17,0,"z",440
6,17,4,"z",511
6,17,2,"m",257
6,17,1,"m",274
6,17,0,"z",304
6,17,0,"m",265
6,17,0,"z",263
6,17,0,"m",297
6,17,0,"m",314
6,18,0,"m",23916
6,18,-1,"z",3148
6,18,0,"z",1229
6,18,-1,"m",2029
6,18,0,"m",1416
6,18,-1,"z",1123
6,18,0,"z",649
6,18,0,"m",722
6,18,1,"z",1374
6,18,-1,"m",443
6,18,3,"m",967
6,18,0,"z",957
6,18,0,"m",685
6,18,0,"z",587
6,18,4,"m",452
6,18,2,"z",478
6,19,-1,"z",9287
6,19,0,"z",587
6,19,2,"m",462
6,19,-1,"m",1340
6,19,3,"z",705
6,19,1,"z",793
6,19,0,"m",1299
6,19,0,"m",716
6,19,-1,"z",548
6,19,4,"m",590
6,19,0,"z",520
6,19,0,"m",521
6,19,0,"z",618
6,19,0,"m",697
6,19,-1,"z",558
6,19,0,"z",639
6,20,2,"m",7184
6,20,0,"z",2137
6,20,-1,"z",294
6,20,0,"m",1172
6,20,0,"z",305
6,20,-1,"m",880
6,20,-1,"m",822
6,20,1,"z",252
6,20,0,"m",493
6,20,0,"z",499
6,20,0,"m",569
6,20,4,"m",647
6,20,0,"z",440
6,20,3,"z",1231
6,20,-1,"m",258
6,20,0,"m",2781
7,0,0,"z",2925
7,0,-1,"z",2648
7,0,-1,"m",4070
7,0,0,"z",1235
7,0,0,"m",1262
7,0,0,"m",1076
7,0,1,"z",1137
7,0,2,"z",1030
7,0,0,"m",1142
7,0,4,"z",923
7,0,0,"m",924
7,0,0,"m",1890
7,0,-1,"z",511
7,0,3,"z",819
7,0,0,"m",519
7,0,-1,"z",1416
7,1,0,"m",1786
7,1,-1,"z",1300
7,1,0,"m",1026
7,1,-1,"z",874
7,1,-1,"z",1516
7,1,0,"m",566
7,1,2,"z",1092
7,1,-1,"m",1236
7,1,0,"z",1421
7,1,0,"m",566
7,1,0,"m",1365
7,1,1,"z",1158
7,1,0,"m",616
7,1,4,"m",550
7,1,0,"z",1086
7,1,3,"z",690
7,2,4,"z",1483
7,2,3,"z",1075
7,2,0,"m",514
7,2,0,"m",1126
7,2,-1,"z",634
7,2,-1,"z",979
7,2,0,"z",789
7,2,0,"m",446
7,2,-1,"m",867
7,2,0,"m",360
7,2,0,"z",295
7,2,2,"m",277
7,2,-1,"z",372
7,2,1,"z",695
7,2,0,"m",571
7,2,0,"z",224
7,3,0,"z",1608
7,3,-1,"m",871
7,3,-1,"m",909
7,3,0,"m",1777
7,3,-1,"z",750
7,3,1,"m",1018
7,3,2,"m",1105
7,3,0,"z",726
7,3,-1,"m",397
7,3,4,"z",850
7,3,0,"m",590
7,3,0,"m",933
7,3,0,"m",861
7,3,0,"m",1179
7,3,0,"z",490
7,3,3,"m",1620
7,4,2,"z",1373
7,4,0,"m",1042
7,4,0,"z",986
7,4,0,"m",970
7,4,1,"m",380
7,4,0,"z",578
7,4,0,"m",300
7,4,0,"z",247
7,4,-1,"m",1070
7,4,-1,"z",1590
7,4,0,"m",826
7,4,0,"z",510
7,4,-1,"m",235
7,4,4,"z",317
7,4,-1,"m",40
7,4,3,"m",84
7,5,3,"z",75589
7,5,0,"m",1088
7,5,0,"z",392
7,5,-1,"m",138
7,5,0,"z",56
7,5,1,"m",39
7,5,-1,"z",9
7,5,0,"m",38
7,5,4,"z",3
7,5,-1,"m",15
7,5,0,"z",1393
7,5,0,"m",418
7,5,0,"m",885
7,5,-1,"m",238
7,5,0,"z",366
7,5,2,"z",262
7,6,0,"m",1810
7,6,2,"m",743
7,6,-1,"z",440
7,6,0,"z",1029
7,6,1,"m",206
7,6,0,"m",671
7,6,-1,"z",371
7,6,-1,"m",308
7,6,0,"z",298
7,6,0,"m",208
7,6,0,"z",227
7,6,4,"m",135
7,6,-1,"z",730
7,6,0,"m",210
7,6,0,"z",200
7,6,3,"m",211
7,7,0,"m",1695
7,7,-1,"m",785
7,7,-1,"z",1013
7,7,1,"m",658
7,7,0,"m",526
7,7,0,"z",1085
7,7,0,"m",611
7,7,3,"z",970
7,7,-1,"m",591
7,7,0,"m",1317
7,7,0,"z",817
7,7,0,"m",450
7,7,0,"m",741
7,7,2,"z",942
7,7,4,"z",1389
7,7,-1,"m",733
7,8,3,"z",1865
7,8,-1,"m",1355
7,8,0,"m",1245
7,8,0,"m",816
7,8,1,"m",2063
7,8,4,"m",718
7,8,0,"m",1968
7,8,0,"z",348
7,8,0,"m",284
7,8,-1,"z",294
7,8,0,"m",184
7,8,-1,"m",530
7,8,-1,"z",1277
7,8,2,"m",494
7,8,0,"z",343
7,8,0,"m",235
7,9,-1,"z",23760
7,9,-1,"m",373
7,9,0,"z",205
7,9,0,"m",64
7,9,2,"z",7
7,9,-1,"m",16
7,9,4,"m",107
7,9,0,"m",27
7,9,0,"z",914
7,9,0,"z",622
7,9,0,"m",687
7,9,1,"z",584
7,9,3,"m",275
7,9,-1,"z",248
7,9,0,"m",284
7,9,0,"z",179
7,10,4,"z",9940
7,10,0,"m",1145
7,10,0,"z",485
7,10,0,"m",322
7,10,1,"m",1052
7,10,0,"z",914
7,10,-1,"m",278
7,10,0,"z",274
7,10,0,"m",154
7,10,-1,"z",366
7,10,-1,"m",285
7,10,3,"z",796
7,10,2,"m",421
7,10,0,"z",1086
7,10,-1,"m",275
7,10,0,"z",78
7,11,2,"z",978
7,11,4,"m",799
7,11,0,"z",677
7,11,0,"m",273
7,11,0,"m",430
7,11,-1,"z",392
7,11,0,"m",1362
7,11,1,"m",103
7,11,-1,"z",32
7,11,0,"m",1657
7,11,0,"z",295
7,11,-1,"m",134
7,11,0,"z",27
7,11,-1,"m",90
7,11,3,"z",27
7,11,0,"m",14
7,12,0,"z",1447
7,12,1,"m",229
7,12,-1,"z",136
7,12,-1,"m",117
7,12,4,"z",55
7,12,0,"m",44
7,12,0,"z",83
7,12,0,"m",63
7,12,3,"z",3
7,12,2,"m",38
7,12,0,"z",32
7,12,-1,"m",15
7,12,0,"z",175
7,12,0,"z",365
7,12,0,"m",378
7,12,-1,"z",579
7,13,0,"z",21898
7,13,0,"m",799
7,13,0,"z",128
7,13,2,"z",111
7,13,-1,"m",14
7,13,3,"z",7
7,13,0,"m",12
7,13,1,"z",8
7,13,-1,"m",13
7,13,-1,"z",33
7,13,0,"z",287
7,13,4,"m",229
7,13,0,"z",1705
7,13,-1,"m",681
7,13,0,"z",391
7,13,0,"m",306
7,14,-1,"z",16239
7,14,-1,"m",11
7,14,0,"z",37
7,14,0,"m",13
7,14,0,"m",129
7,14,0,"m",84
7,14,2,"m",110
7,14,-1,"m",105
7,14,0,"m",85
7,14,0,"z",61
7,14,0,"z",50
7,14,4,"z",100
7,14,1,"m",12
7,14,3,"z",386
7,14,0,"m",424
7,14,-1,"z",80
7,15,3,"z",1262
7,15,4,"m",307
7,15,-1,"z",157
7,15,0,"m",92
7,15,0,"z",84
7,15,0,"m",64
7,15,0,"z",8
7,15,0,"m",63
7,15,2,"z",32
7,15,-1,"m",63
7,15,-1,"z",822
7,15,0,"z",456
7,15,1,"m",399
7,15,0,"z",323
7,15,-1,"m",256
7,15,0,"z",391
7,16,0,"z",26602
7,16,2,"z",598
7,16,0,"m",886
7,16,4,"z",271
7,16,-1,"m",163
7,16,0,"z",74
7,16,0,"m",39
7,16,3,"z",4
7,16,-1,"m",63
7,16,0,"z",311
7,16,1,"z",168
7,16,0,"z",191
7,16,0,"m",60
7,16,0,"m",92
7,16,-1,"z",2
7,16,-1,"m",16
7,17,0,"z",20096
7,17,-1,"m",202
7,17,-1,"z",183
7,17,0,"z",359
7,17,3,"z",221
7,17,-1,"m",301
7,17,-1,"z",152
7,17,0,"m",62
7,17,4,"z",126
7,17,2,"m",12
7,17,1,"z",78
7,17,0,"m",37
7,17,0,"z",131
7,17,0,"m",355
7,17,0,"z",129
7,17,0,"m",14
7,18,0,"z",29929
7,18,-1,"m",115
7,18,0,"m",342
7,18,-1,"z",295
7,18,0,"m",115
7,18,-1,"z",103
7,18,0,"m",92
7,18,0,"z",83
7,18,1,"m",91
7,18,-1,"z",36
7,18,3,"m",92
7,18,0,"z",60
7,18,0,"m",68
7,18,0,"z",35
7,18,4,"m",68
7,18,2,"z",36
7,19,-1,"z",18741
7,19,0,"m",90
7,19,2,"z",59
7,19,-1,"z",113
7,19,3,"m",36
7,19,1,"m",155
7,19,0,"z",28
7,19,0,"m",255
7,19,-1,"z",126
7,19,4,"m",87
7,19,0,"z",4
7,19,0,"z",221
7,19,0,"m",276
7,19,0,"z",342
7,19,-1,"m",112
7,19,0,"z",54
7,20,2,"z",51355
7,20,0,"m",821
7,20,-1,"z",149
7,20,0,"m",39
7,20,0,"z",180
7,20,-1,"m",90
7,20,-1,"z",7
7,20,1,"z",86
7,20,0,"m",36
7,20,0,"m",61
7,20,0,"m",90
7,20,4,"m",55
7,20,0,"m",66
7,20,3,"z",109
7,20,-1,"m",48
7,20,0,"m",51
8,0,0,"z",3299
8,0,-1,"z",1362
8,0,-1,"z",2858
8,0,0,"m",2001
8,0,0,"m",4172
8,0,0,"m",2916
8,0,1,"z",820
8,0,2,"z",686
8,0,0,"m",1669
8,0,4,"z",782
8,0,0,"z",2931
8,0,0,"z",725
8,0,-1,"m",2364
8,0,3,"z",2059
8,0,0,"z",726
8,0,-1,"z",1721
8,1,0,"z",2005
8,1,-1,"z",1182
8,1,0,"z",1321
8,1,-1,"z",3600
8,1,-1,"z",1603
8,1,0,"z",580
8,1,2,"z",1545
8,1,-1,"m",2362
8,1,0,"m",1649
8,1,0,"m",1018
8,1,0,"z",688
8,1,1,"m",1729
8,1,0,"z",606
8,1,4,"z",657
8,1,0,"z",1245
8,1,3,"m",1192
8,2,4,"z",2263
8,2,3,"z",2056
8,2,0,"z",1796
8,2,0,"m",854
8,2,-1,"m",3253
8,2,-1,"m",1368
8,2,0,"z",734
8,2,0,"z",655
8,2,-1,"z",733
8,2,0,"m",1301
8,2,0,"z",3296
8,2,2,"z",677
8,2,-1,"m",1340
8,2,1,"m",1258
8,2,0,"z",675
8,2,0,"m",2129
8,3,0,"z",2446
8,3,-1,"m",2340
8,3,-1,"m",1240
8,3,0,"z",2567
8,3,-1,"z",512
8,3,1,"z",1535
8,3,2,"m",1105
8,3,0,"z",685
8,3,-1,"m",4393
8,3,4,"z",987
8,3,0,"z",1290
8,3,0,"m",1895
8,3,0,"z",804
8,3,0,"z",1768
8,3,0,"z",1173
8,3,3,"z",1047
8,4,2,"z",6493
8,4,0,"z",1171
8,4,0,"m",1657
8,4,0,"m",949
8,4,1,"z",607
8,4,0,"z",724
8,4,0,"z",902
8,4,0,"m",1096
8,4,-1,"m",1631
8,4,-1,"z",654
8,4,0,"m",939
8,4,0,"z",723
8,4,-1,"z",1053
8,4,4,"m",919
8,4,-1,"z",624
8,4,3,"m",1916
8,5,3,"z",3810
8,5,0,"z",1172
8,5,0,"m",1340
8,5,-1,"z",1327
8,5,0,"m",791
8,5,1,"z",635
8,5,-1,"m",1892
8,5,0,"z",1015
8,5,4,"z",3628
8,5,-1,"m",1903
8,5,0,"m",1005
8,5,0,"z",1057
8,5,0,"m",948
8,5,-1,"m",2001
8,5,0,"m",861
8,5,2,"z",832
8,6,0,"m",2932
8,6,2,"m",830
8,6,-1,"z",654
8,6,0,"z",1856
8,6,1,"z",1036
8,6,0,"m",840
8,6,-1,"m",723
8,6,-1,"z",2196
8,6,0,"z",840
8,6,0,"m",880
8,6,0,"m",1093
8,6,4,"z",1728
8,6,-1,"m",3101
8,6,0,"m",1524
8,6,0,"z",594
8,6,3,"z",1228
8,7,0,"z",2080
8,7,-1,"z",1620
8,7,-1,"m",791
8,7,1,"m",800
8,7,0,"m",1123
8,7,0,"z",723
8,7,0,"z",1339
8,7,3,"m",971
8,7,-1,"z",606
8,7,0,"m",3564
8,7,0,"z",637
8,7,0,"m",863
8,7,0,"z",1144
8,7,2,"z",762
8,7,4,"m",2428
8,7,-1,"z",1279
8,8,3,"z",2222
8,8,-1,"z",750
8,8,0,"z",1279
8,8,0,"m",783
8,8,1,"m",1173
8,8,4,"z",516
8,8,0,"m",832
8,8,0,"z",1268
8,8,0,"m",840
8,8,-1,"m",1407
8,8,0,"m",2099
8,8,-1,"z",509
8,8,-1,"m",1240
8,8,2,"z",1395
8,8,0,"z",729
8,8,0,"m",899
8,9,-1,"z",3190
8,9,-1,"m",1718
8,9,0,"m",949
8,9,0,"m",1240
8,9,2,"z",452
8,9,-1,"m",899
8,9,4,"z",2001
8,9,0,"m",1048
8,9,0,"m",1415
8,9,0,"z",704
8,9,0,"z",999
8,9,1,"m",804
8,9,3,"z",1025
8,9,-1,"m",715
8,9,0,"z",2207
8,9,0,"m",1319
8,10,4,"z",2483
8,10,0,"m",1325
8,10,0,"z",626
8,10,0,"z",1454
8,10,1,"m",909
